id,text,is_valid,departure_canonical,arrival_canonical,departure_surface,arrival_surface,departure_span_start,departure_span_end,arrival_span_start,arrival_span_end,has_noise,template_id
185,Raconte-moi l'histoire de Nancy.,0,,,,,-1,-1,-1,-1,0,-1
186,J'aime bien Brest.,0,,,,,-1,-1,-1,-1,0,-1
187,Je cherche un billet de Metz jusqu'à Orleans demain matin pas trop cher,1,Metz,Orléans,Metz,Orleans,24,28,37,44,1,345
188,"S'il te plaît, je veux un trajet en partant de esancon pour aller à CleRmont-fErrand pas trop cher stp.",1,Besançon,Clermont-Ferrand,esancon,CleRmont-fErrand,47,54,68,84,1,357
189,Je voudrais une liaison ferroviaire de Aix-en-Provence jusqu'à Metz ce soir en première classe est-ce possible ?,1,Aix-en-Provence,Metz,Aix-en-Provence,Metz,39,54,63,67,0,23
190,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
191,Tu peux un train pour aller à Paris depuis La Rochele samedi matin en première classe stp.,1,La Rochelle,Paris,La Rochele,Paris,43,53,30,35,1,169
192,Tu peux une correspondance entre Angers et Toulouse dans 2 heures pas trop cher s'il te plaît.,1,Angers,Toulouse,Angers,Toulouse,33,39,43,51,0,321
193,"Salut, je voudrais un trajet de CLERMONT-FERRAND à Nice vendredi le plus rapide possible",1,Clermont-Ferrand,Nice,CLERMONT-FERRAND,Nice,32,48,51,55,1,380
194,Je voudrais une liaison ferroviaire oMntpellier → Dijon vendredi sans correspondance,1,Montpellier,Dijon,oMntpellier,Dijon,36,47,50,55,1,237
195,Je voudrais un voyage Saint-Malo - ORLEANS dans 2 heures le plus rapide possible s'il te plaît.,1,Saint-Malo,Orléans,Saint-Malo,ORLEANS,22,32,35,42,1,35
196,"Salut, je voudrais une correspondance La-Rochelle → bsançon vendredi avec une correspondance s'il te plaît.",1,La Rochelle,Besançon,La-Rochelle,bsançon,38,49,52,59,1,410
197,"Hey, je veux un billet de train de Tours vers Reims demain tu peux regarder ? Je vais voir mon ami Lourdes.",1,Tours,Reims,Tours,Reims,35,40,46,51,0,290
198,J'aimerais un itinéraire Orléans - borDeAux vendredi le plus rapide possible,1,Orléans,Bordeaux,Orléans,borDeAux,25,32,35,43,1,263
199,Je voudrais un billet depuis Le-Man jusqu’à Paris demain matin le plus rapide possible est-ce possible ?,1,Le Mans,Paris,Le-Man,Paris,29,35,44,49,1,8
200,Je souhaiterais un billet de Rennes vers Strasbourg aujourd'hui en première classe ? Avec Dieppe je voyage.,1,Rennes,Strasbourg,Rennes,Strasbourg,29,35,41,51,0,50
201,Je souhaiterais un itinéraire SAINT-ETIENNE - besancon en première classe stp. Je vais voir mon ami Milan.,1,Saint-Étienne,Besançon,SAINT-ETIENNE,besancon,30,43,46,54,1,244
202,Je voudrais une liaison ferroviaire Anger → Bordeaux vendredi pas trop cher stp. Je dois rejoindre Florence avant de partir.,1,Angers,Bordeaux,Anger,Bordeaux,36,41,44,52,1,49
203,Peux-tu une liaison ferroviaire de aix-en-provence jusqu'à Grnoble aujourd'hui en seconde est-ce possible ?,1,Aix-en-Provence,Grenoble,aix-en-provence,Grnoble,35,50,59,66,1,175
204,"S'il te plaît, je veux un billet de Lille à Nancy demain s'il te plaît. Je dois rejoindre Dieppe avant de partir.",1,Lille,Nancy,Lille,Nancy,36,41,44,49,0,276
205,Je cherche une correspondance de Lille jusque TOULOUSE vendredi en seconde,1,Lille,Toulouse,Lille,TOULOUSE,33,38,46,54,1,231
206,T'as des nouvelles de Florence ?,0,,,,,-1,-1,-1,-1,0,-1
207,J'aimerais un train Nancy - Marseille dans 2 heures est-ce possible ? Je vais voir mon ami Orange.,1,Nancy,Marseille,Nancy,Marseille,20,25,28,37,0,129
208,"Hey, je veux un trajet de Limoges à Besancon ce soir est-ce possible ?",1,Limoges,Besançon,Limoges,Besancon,26,33,36,44,1,329
209,"S'il te plaît, je veux une liaison ferroviaire de Saint Étienne à Nice aujourd'hui sans correspondance stp. Je vais voir mon ami Orange.",1,Saint-Étienne,Nice,Saint Étienne,Nice,50,63,66,70,1,24
210,Je souhaiterais une liaison ferroviaire pour aller à straSbougr depuis Nancy la semaine prochaine pas trop cher ?,1,Nancy,Strasbourg,Nancy,straSbougr,71,76,53,63,1,351
211,Tu peux un billet de train de Paris vers Bordaeux demain après-midi le plus rapide possible ?,1,Paris,Bordeaux,Paris,Bordaeux,30,35,41,49,1,367
212,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
213,"Salut, je voudrais un billet de train de NANCY vers SAINT-étIeNne vendredi en première classe stp.",1,Nancy,Saint-Étienne,NANCY,SAINT-étIeNne,41,46,52,65,1,348
214,Je voudrais un train en partant de Angers pour aller à Nanc ce soir stp.,1,Angers,Nancy,Angers,Nanc,35,41,55,59,1,196
215,Je voudrais une correspondance depuis Avignon jusqu’à Dijon demain après-midi sans correspondance,1,Avignon,Dijon,Avignon,Dijon,38,45,54,59,0,120
216,J'aimerais un itinéraire de tour vers Dijon la semaine prochaine pas trop cher tu peux regarder ?,1,Tours,Dijon,tour,Dijon,28,32,38,43,1,186
217,"S'il te plaît, je veux une correspondance depuis Nancy jusqu’à Le Mnas dans 2 heures sans correspondance ?",1,Nancy,Le Mans,Nancy,Le Mnas,49,54,63,70,1,107
218,Tu peux un billet depuis Nancy jusqu’à arseille dans 2 heures s'il te plaît.,1,Nancy,Marseille,Nancy,arseille,25,30,39,47,1,150
219,Tu peux un voyage de Brest jusque RENNES pas trop cher stp.,1,Brest,Rennes,Brest,RENNES,21,26,34,40,1,233
220,Je cherche un billet entre Besançon et AVIGNON en seconde s'il te plaît.,1,Besançon,Avignon,Besançon,AVIGNON,27,35,39,46,1,402
221,Je veux une pizza à paris.,0,,,,,-1,-1,-1,-1,0,-1
222,"Bonjour, je veux un billet en partant de Nice pour aller à Dijon aujourd'hui pas trop cher tu peux regarder ?",1,Nice,Dijon,Nice,Dijon,41,45,59,64,0,326
223,"Avec Florence, on discute de Montpellier.",0,,,,,-1,-1,-1,-1,0,-1
224,Je voudrais aller voir mon ami Albert à Perpignan.,0,,,,,-1,-1,-1,-1,0,-1
225,T'as des nouvelles de Albert ?,0,,,,,-1,-1,-1,-1,0,-1
226,"Salut, je voudrais un itinéraire de Le Mans jusqu'à Besançon samedi matin s'il te plaît.",1,Le Mans,Besançon,Le Mans,Besançon,36,43,52,60,0,252
227,Je veux un itinéraire en partant de AIX EN PROVENCE pour aller à Clemont-Ferrand en première classe Je vais voir mon ami Florence.,1,Aix-en-Provence,Clermont-Ferrand,AIX EN PROVENCE,Clemont-Ferrand,36,51,65,80,1,121
228,"Salut, je voudrais un voyage en partant de Le-Mans pour aller à Reims aujourd'hui en première classe",1,Le Mans,Reims,Le-Mans,Reims,43,50,64,69,1,287
229,Je cherche une liaison ferroviaire de Paris vers Aix En Provence ce soir en première classe,1,Paris,Aix-en-Provence,Paris,Aix En Provence,38,43,49,64,1,155
230,Je voudrais aller voir mon ami Florence à Avignon.,0,,,,,-1,-1,-1,-1,0,-1
231,Je cherche un voyage de Metz jusque clErmOnt-feRrad ce soir le plus rapide possible stp. Je vais voir mon ami Dieppe.,1,Metz,Clermont-Ferrand,Metz,clErmOnt-feRrad,24,28,36,51,1,356
232,Tu peux un voyage de Brest jusqu'à Nice aujourd'hui pas trop cher est-ce possible ? Je vais voir mon ami Florence.,1,Brest,Nice,Brest,Nice,21,26,35,39,0,210
233,Tu peux une liaison ferroviaire pour aller à Saint-Malo depuis orleans vendredi en seconde ?,1,Orléans,Saint-Malo,orleans,Saint-Malo,63,70,45,55,1,87
234,Peux-tu une liaison ferroviaire de Perpignan à nice dans 2 heures sans correspondance,1,Perpignan,Nice,Perpignan,nice,35,44,47,51,1,157
235,"Bonjour, je veux un itinéraire au départ de Aix en Provence pour Rennes ce soir le plus rapide possible",1,Aix-en-Provence,Rennes,Aix en Provence,Rennes,44,59,65,71,1,319
236,Je veux une liaison ferroviaire la rochelle - Dijon sans correspondance tu peux regarder ?,1,La Rochelle,Dijon,la rochelle,Dijon,32,43,46,51,1,235
237,"Hey, je veux un billet au départ de Lille pour Angers sans correspondance ? Je vais voir mon ami Orange.",1,Lille,Angers,Lille,Angers,36,41,47,53,0,393
238,"S'il te plaît, je veux un billet de train Grenoble → la rochelle vendredi pas trop cher stp.",1,Grenoble,La Rochelle,Grenoble,la rochelle,42,50,53,64,1,55
239,"Salut, je voudrais un itinéraire depuis ANGERS jusqu’à Bodeaux vendredi en seconde tu peux regarder ?",1,Angers,Bordeaux,ANGERS,Bodeaux,40,46,55,62,1,223
240,Je souhaiterais un itinéraire de Montpellier jusque Saint-Etienne le plus rapide possible est-ce possible ?,1,Montpellier,Saint-Étienne,Montpellier,Saint-Etienne,33,44,52,65,1,394
241,Je voudrais aller voir mon ami Orange à Saint Malo.,0,,,,,-1,-1,-1,-1,0,-1
242,Je veux un voyage de Paris jusque BesaNçoN dans 2 heures Je dois rejoindre Dieppe avant de partir.,1,Paris,Besançon,Paris,BesaNçoN,21,26,34,42,1,240
243,"Salut, je voudrais un itinéraire depuis Nancy jusqu’à Lille dans 2 heures en première classe tu peux regarder ?",1,Nancy,Lille,Nancy,Lille,40,45,54,59,0,33
244,"S'il te plaît, je veux un trajet Clermont-Ferrand - gRenoBLe ce soir en seconde stp.",1,Clermont-Ferrand,Grenoble,Clermont-Ferrand,gRenoBLe,33,49,52,60,1,83
245,Peux-tu un itinéraire depuis NANCY jusqu’à Montpellier demain matin pas trop cher tu peux regarder ?,1,Nancy,Montpellier,NANCY,Montpellier,29,34,43,54,1,224
246,Je voudrais un billet depuis Orléans jusqu’à lilLE demain matin le plus rapide possible est-ce possible ?,1,Orléans,Lille,Orléans,lilLE,29,36,45,50,1,8
247,Peux-tu un trajet de Besançon jusqu'à Metz aujourd'hui sans correspondance ?,1,Besançon,Metz,Besançon,Metz,21,29,38,42,0,91
248,J’ai besoin de un trajet pour aller à antes depuis rOléans en seconde,1,Orléans,Nantes,rOléans,antes,51,58,38,43,1,3
249,Peux-tu un billet de Liomges vers Caen dans 2 heures en première classe ?,1,Limoges,Caen,Liomges,Caen,21,28,34,38,1,168
250,"Salut, je voudrais un billet de train de Brest vers Lyon vendredi en première classe stp.",1,Brest,Lyon,Brest,Lyon,41,46,52,56,0,348
251,Je souhaiterais un billet au départ de LILLE pour Anger ce soir en première classe tu peux regarder ?,1,Lille,Angers,LILLE,Anger,39,44,50,55,1,288
252,Je veux un train de angers à PERPIGNAN dans 2 heures pas trop cher stp. Je vais voir mon ami Dieppe.,1,Angers,Perpignan,angers,PERPIGNAN,20,26,29,38,1,320
253,Je cherche un voyage en partant de avigon pour aller à Angers demain après-midi sans correspondance stp.,1,Avignon,Angers,avigon,Angers,35,41,55,61,1,39
254,"S'il te plaît, je veux une liaison ferroviaire de Clermont-Frrand jusqu'à Marseille dans 2 heures avec une correspondance tu peux regarder ?",1,Clermont-Ferrand,Marseille,Clermont-Frrand,Marseille,50,65,74,83,1,334
255,Je cherche une liaison ferroviaire de marseille vers strasbourg ce soir en première classe,1,Marseille,Strasbourg,marseille,strasbourg,38,47,53,63,1,155
256,J’ai besoin de une correspondance de Grenoble vers Rennes demain matin en première classe stp.,1,Grenoble,Rennes,Grenoble,Rennes,37,45,51,57,0,346
257,Tu peux un trajet depuis Besançon jusqu’à Lyon la semaine prochaine le plus rapide possible tu peux regarder ? Je vais voir mon ami Orange.,1,Besançon,Lyon,Besançon,Lyon,25,33,42,46,0,270
258,J’ai besoin de un billet de Clermont Ferrand jusque Metz samedi matin en première classe tu peux regarder ?,1,Clermont-Ferrand,Metz,Clermont Ferrand,Metz,28,44,52,56,1,366
259,"Salut, je voudrais un train de Lyon jusque Angers demain le plus rapide possible stp.",1,Lyon,Angers,Lyon,Angers,31,35,43,49,0,256
260,J'aimerais une liaison ferroviaire Prais → Reims demain après-midi en seconde tu peux regarder ?,1,Paris,Reims,Prais,Reims,35,40,43,48,1,173
261,Tu peux un trajet de Pau jusque Besançon samedi matin avec une correspondance est-ce possible ?,1,Pau,Besançon,Pau,Besançon,21,24,32,40,0,182
262,Réserve-moi quelque chose.,0,,,,,-1,-1,-1,-1,0,-1
263,Quel temps fait-il à TOURS aujourd'hui ?,0,,,,,-1,-1,-1,-1,0,-1
264,"S'il te plaît, je veux un trajet entre CAEN et marseille samedi matin tu peux regarder ? Je dois rejoindre Milan avant de partir.",1,Caen,Marseille,CAEN,marseille,39,43,47,56,1,6
265,Tu peux un billet Lille - Clermont-Ferrand demain après-midi avec une correspondance s'il te plaît.,1,Lille,Clermont-Ferrand,Lille,Clermont-Ferrand,18,23,26,42,0,143
266,"Salut, je voudrais un voyage en partant de reims pour aller à Brest aujourd'hui en première classe",1,Reims,Brest,reims,Brest,43,48,62,67,1,287
267,Peux-tu un train de Saint Étienne vers Angers demain après-midi en première classe ?,1,Saint-Étienne,Angers,Saint Étienne,Angers,20,33,39,45,1,16
268,Peux-tu un voyage en partant de Brst pour aller à Clermont-Ferrand aujourd'hui en seconde stp.,1,Brest,Clermont-Ferrand,Brst,Clermont-Ferrand,32,36,50,66,1,32
269,J'aime bien bordeaux.,0,,,,,-1,-1,-1,-1,0,-1
270,Je voudrais une correspondance depuis Toulouse jusqu’à Nnacy demain après-midi sans correspondance,1,Toulouse,Nancy,Toulouse,Nnacy,38,46,55,60,1,120
271,Tu peux un voyage de Reims jusque Pris demain matin sans correspondance est-ce possible ?,1,Reims,Paris,Reims,Pris,21,26,34,38,1,266
272,Je voudrais aller voir mon ami Orange à Rennes.,0,,,,,-1,-1,-1,-1,0,-1
273,Je voudrais aller voir mon ami Orange à Tuors.,0,,,,,-1,-1,-1,-1,0,-1
274,Peux-tu un voyage de Nice jusque CLERMONT-FERRAND ce soir sans correspondance tu peux regarder ?,1,Nice,Clermont-Ferrand,Nice,CLERMONT-FERRAND,21,25,33,49,1,337
275,Je voudrais une correspondance au départ de Nice pour paU samedi matin le plus rapide possible est-ce possible ?,1,Nice,Pau,Nice,paU,44,48,54,57,1,360
276,Peux-tu un train en partant de Lyon pour aller à Nantes samedi matin sans correspondance tu peux regarder ?,1,Lyon,Nantes,Lyon,Nantes,31,35,49,55,0,375
277,T'as des nouvelles de Milan ?,0,,,,,-1,-1,-1,-1,0,-1
278,Je souhaiterais un billet au départ de Clermont-Ferrand pour CAEN ce soir en première classe tu peux regarder ?,1,Clermont-Ferrand,Caen,Clermont-Ferrand,CAEN,39,55,61,65,1,288
279,Je voudrais un billet de Clermont Ferrand jusqu'à Port-Boulet demain après-midi le plus rapide possible Je vais voir mon ami Troyes.,1,Clermont-Ferrand,Port-Boulet,Clermont Ferrand,Port-Boulet,25,41,50,61,1,369
280,Je voudrais un train en partant de TOULOUSE pour aller à Orléns ce soir stp.,1,Toulouse,Orléans,TOULOUSE,Orléns,35,43,57,63,1,196
281,J’ai besoin de un train nantes - Rennes Je vais voir mon ami Troyes.,1,Nantes,Rennes,nantes,Rennes,24,30,33,39,1,381
282,Tu peux un trajet depuis Lyon jusqu’à peRpignaN la semaine prochaine le plus rapide possible tu peux regarder ? Je vais voir mon ami Milan.,1,Lyon,Perpignan,Lyon,peRpignaN,25,29,38,47,1,270
283,T'as des nouvelles de Milan ?,0,,,,,-1,-1,-1,-1,0,-1
284,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
285,J’ai besoin de un voyage depuis Limoges jusqu’à CLERMONT-FERRAND demain après-midi en première classe ?,1,Limoges,Clermont-Ferrand,Limoges,CLERMONT-FERRAND,32,39,48,64,1,292
286,Tu peux une correspondance de avIGnon jusque la-rochelle samedi matin en seconde tu peux regarder ?,1,Avignon,La Rochelle,avIGnon,la-rochelle,30,37,45,56,1,25
287,"Hey, je veux un billet de train de arseille vers PERPIGNAN samedi matin le plus rapide possible tu peux regarder ?",1,Marseille,Perpignan,arseille,PERPIGNAN,35,43,49,58,1,110
288,Tu peux un voyage de Marseille jusque brest demain matin sans correspondance est-ce possible ?,1,Marseille,Brest,Marseille,brest,21,30,38,43,1,266
289,"S'il te plaît, je veux un itinéraire entre Clermont Ferrand et NANTES demain après-midi le plus rapide possible s'il te plaît.",1,Clermont-Ferrand,Nantes,Clermont Ferrand,NANTES,43,59,63,69,1,31
290,Je voudrais aller voir mon ami Orange à Grenoble.,0,,,,,-1,-1,-1,-1,0,-1
291,Tu peux une correspondance de Avignon vers Rennes demain après-midi stp.,1,Avignon,Rennes,Avignon,Rennes,30,37,43,49,0,134
292,Je veux un train.,0,,,,,-1,-1,-1,-1,0,-1
293,"Bonjour, je veux un train en partant de PerPiGnan pour aller à nanTEs s'il te plaît. Je dois rejoindre Albert avant de partir.",1,Perpignan,Nantes,PerPiGnan,nanTEs,40,49,63,69,1,306
294,Je veux aller à eims (pas en train).,0,,,,,-1,-1,-1,-1,0,-1
295,Tu peux un trajet entre Pau et Dijon demain avec une correspondance est-ce possible ?,1,Pau,Dijon,Pau,Dijon,24,27,31,36,0,358
296,Je veux aller voir Florence.,0,,,,,-1,-1,-1,-1,0,-1
297,Je cherche un billet de Bordeaux vers nantes avec une correspondance tu peux regarder ?,1,Bordeaux,Nantes,Bordeaux,nantes,24,32,38,44,1,102
298,J’ai besoin de une correspondance au départ de Dijon pour Le-Mans demain matin sans correspondance est-ce possible ?,1,Dijon,Le Mans,Dijon,Le-Mans,47,52,58,65,1,307
299,Peux-tu un itinéraire de Lille vers Lyon vendredi pas trop cher stp.,1,Lille,Lyon,Lille,Lyon,25,30,36,40,0,56
300,Je voudrais un train de Metz à Strasbourg le plus rapide possible Je vais voir mon ami Dieppe.,1,Metz,Strasbourg,Metz,Strasbourg,24,28,31,41,0,314
301,Je veux un billet de train Nancy - Lille demain matin en seconde tu peux regarder ?,1,Nancy,Lille,Nancy,Lille,27,32,35,40,0,385
302,J’ai besoin de un billet de train de Montpellier jusqu'à dijo demain matin en seconde,1,Montpellier,Dijon,Montpellier,dijo,37,48,57,61,1,99
303,"S'il te plaît, je veux un billet de Aix en Provence à Metz demain s'il te plaît. Je dois rejoindre Lourdes avant de partir.",1,Aix-en-Provence,Metz,Aix en Provence,Metz,36,51,54,58,1,276
304,Je cherche un voyage Aix-En-Provence - caen samedi matin avec une correspondance ?,1,Aix-en-Provence,Caen,Aix-En-Provence,caen,21,36,39,43,1,69
305,Je pars demain.,0,,,,,-1,-1,-1,-1,0,-1
306,Tu peux un trajet depuis Nice jusqu’à angers la semaine prochaine le plus rapide possible tu peux regarder ? Je vais voir mon ami Florence.,1,Nice,Angers,Nice,angers,25,29,38,44,1,270
307,Tu peux un train pour aller à saint malo depuis Nantes samedi matin en première classe stp.,1,Nantes,Saint-Malo,Nantes,saint malo,48,54,30,40,1,169
308,Je cherche une liaison ferroviaire pour aller à Tours depuis Perpignan dans 2 heures en première classe,1,Perpignan,Tours,Perpignan,Tours,61,70,48,53,0,77
309,J'aimerais un train LYON → bORdeaUx la semaine prochaine pas trop cher stp.,1,Lyon,Bordeaux,LYON,bORdeaUx,20,24,27,35,1,61
310,"S'il te plaît, je veux un trajet Avignon - toulouse ce soir en seconde stp.",1,Avignon,Toulouse,Avignon,toulouse,33,40,43,51,1,83
311,J'aime bien strasbourg.,0,,,,,-1,-1,-1,-1,0,-1
312,Je voudrais aller voir mon ami Paris à Avignon.,0,,,,,-1,-1,-1,-1,0,-1
313,Je voudrais aller voir mon ami Milan à ANGERS.,0,,,,,-1,-1,-1,-1,0,-1
314,Je souhaiterais un billet de train entre aNncy et Orleans ce soir s'il te plaît.,1,Nancy,Orléans,aNncy,Orleans,41,46,50,57,1,260
315,Peux-tu un billet de Besançon vers Saint Malo dans 2 heures en première classe ?,1,Besançon,Saint-Malo,Besançon,Saint Malo,21,29,35,45,1,168
316,Tu peux une correspondance en partant de Metz pour aller à Rennes en première classe est-ce possible ?,1,Metz,Rennes,Metz,Rennes,41,45,59,65,0,189
317,"Bonjour, je veux un itinéraire de dijon jusqu'à Metz ce soir en seconde stp.",1,Dijon,Metz,dijon,Metz,34,39,48,52,1,245
318,Je veux aller voir Albert.,0,,,,,-1,-1,-1,-1,0,-1
319,J'aimerais un itinéraire au départ de metz pour Brest tu peux regarder ? Je vais voir mon ami Milan.,1,Metz,Brest,metz,Brest,38,42,48,53,1,408
320,J'aimerais un itinéraire reims - Avignon vendredi le plus rapide possible,1,Reims,Avignon,reims,Avignon,25,30,33,40,1,263
321,J’ai besoin de une correspondance Rennes → Saint-Etienne demain matin s'il te plaît.,1,Rennes,Saint-Étienne,Rennes,Saint-Etienne,34,40,43,56,1,79
322,"Salut, je voudrais une correspondance Aix-en-Provnce → Saint-Étienne vendredi avec une correspondance s'il te plaît.",1,Aix-en-Provence,Saint-Étienne,Aix-en-Provnce,Saint-Étienne,38,52,55,68,1,410
323,Peux-tu un voyage au départ de montpellier pour Mareille vendredi en seconde ?,1,Montpellier,Marseille,montpellier,Mareille,31,42,48,56,1,396
324,Je voudrais un billet de train de Montpellier vers SAINT MALO demain après-midi pas trop cher est-ce possible ?,1,Montpellier,Saint-Malo,Montpellier,SAINT MALO,34,45,51,61,1,340
325,"Hey, je veux une correspondance en partant de Clermont Ferrand pour aller à Strasbourg demain avec une correspondance s'il te plaît.",1,Clermont-Ferrand,Strasbourg,Clermont Ferrand,Strasbourg,46,62,76,86,1,30
